instant,Date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp(°C),atemp,humidity(%),windspeed,Casual,Member,Total_rides,Weekday,Season
13806,2012-08-03,3,1,8,10,False,4,True,2,29.6,33.0,52.0,20.9,82,167,249,Friday,Summer
13807,2012-08-03,3,1,8,11,False,4,True,2,31.5,36.0,49.0,30.6,77,186,263,Friday,Summer
13808,2012-08-03,3,1,8,12,False,4,True,2,32.4,38.0,50.0,32.2,95,243,338,Friday,Summer
13809,2012-08-03,3,1,8,13,False,4,True,2,32.4,37.0,47.0,30.6,98,247,345,Friday,Summer
13810,2012-08-03,3,1,8,14,False,4,True,2,32.4,36.0,44.0,27.4,102,229,331,Friday,Summer
13811,2012-08-03,3,1,8,15,False,4,True,1,33.4,38.0,42.0,27.4,112,268,380,Friday,Summer
13812,2012-08-03,3,1,8,16,False,4,True,2,32.4,36.0,41.0,24.1,112,380,492,Friday,Summer
13813,2012-08-03,3,1,8,17,False,4,True,2,31.5,37.0,53.0,30.6,95,646,741,Friday,Summer
13814,2012-08-03,3,1,8,18,False,4,True,2,30.5,37.0,59.0,27.4,98,573,671,Friday,Summer
13815,2012-08-03,3,1,8,19,False,4,True,2,29.6,36.0,63.0,24.1,81,388,469,Friday,Summer
13816,2012-08-03,3,1,8,20,False,4,True,2,28.7,34.0,66.0,24.1,89,300,389,Friday,Summer
13817,2012-08-03,3,1,8,21,False,4,True,2,27.7,32.0,66.0,20.9,54,224,278,Friday,Summer
13818,2012-08-03,3,1,8,22,False,4,True,1,27.7,32.0,70.0,27.4,46,156,202,Friday,Summer
13819,2012-08-03,3,1,8,23,False,4,True,1,26.8,31.0,79.0,14.5,26,170,196,Friday,Summer
13820,2012-08-04,3,1,8,0,False,5,False,1,26.8,31.0,79.0,17.7,24,137,161,Saturday,Summer
13821,2012-08-04,3,1,8,1,False,5,False,1,25.8,31.0,84.0,20.9,23,99,122,Saturday,Summer
13822,2012-08-04,3,1,8,2,False,5,False,1,25.8,31.0,84.0,14.5,20,64,84,Saturday,Summer
13823,2012-08-04,3,1,8,3,False,5,False,1,25.8,31.0,84.0,14.5,11,19,30,Saturday,Summer
13824,2012-08-04,3,1,8,4,False,5,False,1,25.8,30.0,79.0,20.9,2,11,13,Saturday,Summer
13825,2012-08-04,3,1,8,5,False,5,False,1,24.9,28.0,84.0,24.1,1,16,17,Saturday,Summer
13826,2012-08-04,3,1,8,6,False,5,False,1,24.9,28.0,84.0,24.1,12,37,49,Saturday,Summer
13827,2012-08-04,3,1,8,7,False,5,False,1,25.8,30.0,77.0,17.7,18,49,67,Saturday,Summer
13828,2012-08-04,3,1,8,8,False,5,False,1,26.8,32.0,72.0,20.9,49,132,181,Saturday,Summer
13829,2012-08-04,3,1,8,9,False,5,False,1,28.7,34.0,65.0,24.1,61,217,278,Saturday,Summer
13830,2012-08-04,3,1,8,10,False,5,False,1,30.5,35.0,57.0,20.9,108,288,396,Saturday,Summer
13831,2012-08-04,3,1,8,11,False,5,False,1,32.4,37.0,47.0,27.4,155,315,470,Saturday,Summer
13832,2012-08-04,3,1,8,12,False,5,False,1,32.4,36.0,40.0,38.6,222,325,547,Saturday,Summer
13833,2012-08-04,3,1,8,13,False,5,False,1,33.4,38.0,42.0,32.2,195,332,527,Saturday,Summer
13834,2012-08-04,3,1,8,14,False,5,False,1,33.4,37.0,40.0,41.8,183,289,472,Saturday,Summer
13835,2012-08-04,3,1,8,15,False,5,False,1,33.4,38.0,42.0,45.1,205,284,489,Saturday,Summer
13836,2012-08-04,3,1,8,16,False,5,False,1,34.3,38.0,39.0,32.2,197,253,450,Saturday,Summer
13837,2012-08-04,3,1,8,17,False,5,False,1,33.4,36.0,37.0,32.2,179,313,492,Saturday,Summer
13838,2012-08-04,3,1,8,18,False,5,False,1,32.4,36.0,41.0,35.4,169,321,490,Saturday,Summer
13839,2012-08-04,3,1,8,19,False,5,False,1,30.5,35.0,52.0,38.6,133,264,397,Saturday,Summer
13840,2012-08-04,3,1,8,20,False,5,False,1,30.5,35.0,52.0,32.2,117,195,312,Saturday,Summer
13841,2012-08-04,3,1,8,21,False,5,False,1,29.6,35.0,59.0,27.4,96,193,289,Saturday,Summer
13842,2012-08-04,3,1,8,22,False,5,False,1,27.7,32.0,66.0,30.6,104,165,269,Saturday,Summer
13843,2012-08-04,3,1,8,23,False,5,False,1,27.7,32.0,66.0,32.2,61,161,222,Saturday,Summer
13844,2012-08-05,3,1,8,0,False,6,False,1,26.8,30.0,70.0,30.6,32,121,153,Sunday,Summer
13845,2012-08-05,3,1,8,1,False,6,False,1,26.8,30.0,70.0,27.4,8,79,87,Sunday,Summer
13846,2012-08-05,3,1,8,2,False,6,False,1,26.8,30.0,70.0,32.2,5,68,73,Sunday,Summer
13847,2012-08-05,3,1,8,3,False,6,False,1,25.8,30.0,74.0,27.4,9,32,41,Sunday,Summer
13848,2012-08-05,3,1,8,4,False,6,False,1,25.8,30.0,74.0,27.4,3,11,14,Sunday,Summer
13849,2012-08-05,3,1,8,5,False,6,False,1,25.8,30.0,74.0,27.4,1,18,19,Sunday,Summer
13850,2012-08-05,3,1,8,6,False,6,False,1,25.8,30.0,79.0,27.4,7,12,19,Sunday,Summer
13851,2012-08-05,3,1,8,7,False,6,False,1,26.8,31.0,74.0,32.2,18,50,68,Sunday,Summer
13852,2012-08-05,3,1,8,8,False,6,False,1,27.7,32.0,66.0,35.4,27,81,108,Sunday,Summer
13853,2012-08-05,3,1,8,9,False,6,False,1,29.6,35.0,59.0,38.6,61,168,229,Sunday,Summer
13854,2012-08-05,3,1,8,10,False,6,False,1,29.6,35.0,59.0,45.1,111,253,364,Sunday,Summer
13855,2012-08-05,3,1,8,11,False,6,False,1,30.5,36.0,56.0,45.1,155,282,437,Sunday,Summer
13856,2012-08-05,3,1,8,12,False,6,False,1,32.4,37.0,47.0,56.3,161,330,491,Sunday,Summer
13857,2012-08-05,3,1,8,13,False,6,False,1,33.4,38.0,44.0,49.9,208,315,523,Sunday,Summer
13858,2012-08-05,3,1,8,14,False,6,False,1,34.3,40.0,42.0,49.9,161,365,526,Sunday,Summer
13859,2012-08-05,3,1,8,15,False,6,False,1,34.3,38.0,37.0,56.3,164,286,450,Sunday,Summer
13860,2012-08-05,3,1,8,16,False,6,False,1,30.5,34.0,46.0,27.4,143,278,421,Sunday,Summer
13861,2012-08-05,3,1,8,17,False,6,False,1,30.5,34.0,46.0,27.4,122,260,382,Sunday,Summer
13862,2012-08-05,3,1,8,18,False,6,False,3,24.9,28.0,74.0,14.5,75,154,229,Sunday,Summer
13863,2012-08-05,3,1,8,19,False,6,False,1,24.9,28.0,84.0,24.1,46,139,185,Sunday,Summer
13864,2012-08-05,3,1,8,20,False,6,False,1,24.9,28.0,84.0,11.3,53,140,193,Sunday,Summer
13865,2012-08-05,3,1,8,21,False,6,False,1,25.8,30.0,79.0,11.3,51,157,208,Sunday,Summer
13866,2012-08-05,3,1,8,22,False,6,False,1,25.8,30.0,79.0,9.7,57,100,157,Sunday,Summer
13867,2012-08-05,3,1,8,23,False,6,False,2,25.8,30.0,79.0,17.7,29,58,87,Sunday,Summer
13868,2012-08-06,3,1,8,0,False,0,True,2,25.8,30.0,79.0,0.0,9,24,33,Monday,Summer
13869,2012-08-06,3,1,8,1,False,0,True,1,25.8,30.0,79.0,9.7,1,10,11,Monday,Summer
13870,2012-08-06,3,1,8,2,False,0,True,2,25.8,30.0,79.0,14.5,0,5,5,Monday,Summer
13871,2012-08-06,3,1,8,3,False,0,True,3,25.8,30.0,79.0,9.7,0,5,5,Monday,Summer
13872,2012-08-06,3,1,8,4,False,0,True,2,25.8,30.0,74.0,14.5,3,8,11,Monday,Summer
13873,2012-08-06,3,1,8,5,False,0,True,1,24.9,28.0,79.0,20.9,2,23,25,Monday,Summer
13874,2012-08-06,3,1,8,6,False,0,True,2,24.9,28.0,79.0,24.1,4,137,141,Monday,Summer
13875,2012-08-06,3,1,8,7,False,0,True,3,25.8,29.0,70.0,20.9,14,393,407,Monday,Summer
13876,2012-08-06,3,1,8,8,False,0,True,2,24.9,28.0,79.0,0.0,27,578,605,Monday,Summer
13877,2012-08-06,3,1,8,9,False,0,True,3,24.9,28.0,79.0,17.7,28,248,276,Monday,Summer
13878,2012-08-06,3,1,8,10,False,0,True,1,26.8,30.0,70.0,24.1,54,159,213,Monday,Summer
13879,2012-08-06,3,1,8,11,False,0,True,1,27.7,32.0,66.0,14.5,108,152,260,Monday,Summer
13880,2012-08-06,3,1,8,12,False,0,True,2,28.7,32.0,55.0,9.7,72,213,285,Monday,Summer
13881,2012-08-06,3,1,8,13,False,0,True,1,29.6,33.0,49.0,24.1,85,204,289,Monday,Summer
13882,2012-08-06,3,1,8,14,False,0,True,1,30.5,34.0,46.0,0.0,99,188,287,Monday,Summer
13883,2012-08-06,3,1,8,15,False,0,True,1,30.5,34.0,46.0,14.5,91,183,274,Monday,Summer
13884,2012-08-06,3,1,8,16,False,0,True,1,31.5,34.0,41.0,11.3,88,363,451,Monday,Summer
13885,2012-08-06,3,1,8,17,False,0,True,1,30.5,33.0,41.0,0.0,112,746,858,Monday,Summer
13886,2012-08-06,3,1,8,18,False,0,True,1,30.5,33.0,41.0,14.5,100,743,843,Monday,Summer
13887,2012-08-06,3,1,8,19,False,0,True,1,28.7,33.0,59.0,20.9,109,531,640,Monday,Summer
13888,2012-08-06,3,1,8,20,False,0,True,1,27.7,32.0,66.0,17.7,89,368,457,Monday,Summer
13889,2012-08-06,3,1,8,21,False,0,True,1,26.8,30.0,70.0,20.9,72,245,317,Monday,Summer
13890,2012-08-06,3,1,8,22,False,0,True,1,26.8,30.0,70.0,9.7,50,157,207,Monday,Summer
13891,2012-08-06,3,1,8,23,False,0,True,1,25.8,30.0,74.0,20.9,16,97,113,Monday,Summer
13892,2012-08-07,3,1,8,0,False,1,True,1,24.9,28.0,84.0,20.9,15,32,47,Tuesday,Summer
13893,2012-08-07,3,1,8,1,False,1,True,1,24.9,28.0,84.0,14.5,2,16,18,Tuesday,Summer
13894,2012-08-07,3,1,8,2,False,1,True,1,24.9,28.0,84.0,14.5,6,7,13,Tuesday,Summer
13895,2012-08-07,3,1,8,3,False,1,True,1,24.9,28.0,84.0,0.0,0,6,6,Tuesday,Summer
13896,2012-08-07,3,1,8,4,False,1,True,1,24.0,26.0,83.0,14.5,2,7,9,Tuesday,Summer
13897,2012-08-07,3,1,8,5,False,1,True,1,24.9,28.0,79.0,11.3,3,33,36,Tuesday,Summer
13898,2012-08-07,3,1,8,6,False,1,True,2,24.9,28.0,79.0,20.9,3,176,179,Tuesday,Summer
13899,2012-08-07,3,1,8,7,False,1,True,2,24.9,28.0,74.0,14.5,21,481,502,Tuesday,Summer
13900,2012-08-07,3,1,8,8,False,1,True,2,24.9,27.0,70.0,17.7,41,664,705,Tuesday,Summer
13901,2012-08-07,3,1,8,9,False,1,True,2,24.9,28.0,74.0,14.5,44,283,327,Tuesday,Summer
13902,2012-08-07,3,1,8,10,False,1,True,2,26.8,30.0,70.0,14.5,89,161,250,Tuesday,Summer
13903,2012-08-07,3,1,8,11,False,1,True,2,27.7,32.0,66.0,9.7,84,130,214,Tuesday,Summer
13904,2012-08-07,3,1,8,12,False,1,True,2,29.6,34.0,55.0,14.5,86,197,283,Tuesday,Summer
13905,2012-08-07,3,1,8,13,False,1,True,2,29.6,33.0,52.0,20.9,68,185,253,Tuesday,Summer
13906,2012-08-07,3,1,8,14,False,1,True,2,30.5,34.0,46.0,0.0,76,185,261,Tuesday,Summer
13907,2012-08-07,3,1,8,15,False,1,True,1,29.6,33.0,52.0,0.0,100,206,306,Tuesday,Summer
13908,2012-08-07,3,1,8,16,False,1,True,3,27.7,32.0,66.0,30.6,101,344,445,Tuesday,Summer
13909,2012-08-07,3,1,8,17,False,1,True,2,28.7,33.0,62.0,14.5,125,743,868,Tuesday,Summer
13910,2012-08-07,3,1,8,18,False,1,True,2,27.7,31.0,62.0,17.7,103,711,814,Tuesday,Summer
13911,2012-08-07,3,1,8,19,False,1,True,2,27.7,32.0,66.0,11.3,104,506,610,Tuesday,Summer
13912,2012-08-07,3,1,8,20,False,1,True,2,26.8,30.0,70.0,14.5,74,374,448,Tuesday,Summer
13913,2012-08-07,3,1,8,21,False,1,True,2,25.8,30.0,74.0,0.0,70,247,317,Tuesday,Summer
13914,2012-08-07,3,1,8,22,False,1,True,1,25.8,30.0,74.0,11.3,43,181,224,Tuesday,Summer
13915,2012-08-07,3,1,8,23,False,1,True,1,25.8,30.0,79.0,0.0,18,120,138,Tuesday,Summer
13916,2012-08-08,3,1,8,0,False,2,True,1,24.9,28.0,84.0,0.0,12,46,58,Wednesday,Summer
13917,2012-08-08,3,1,8,1,False,2,True,1,25.8,30.0,79.0,0.0,3,20,23,Wednesday,Summer
13918,2012-08-08,3,1,8,2,False,2,True,1,24.9,28.0,84.0,0.0,1,5,6,Wednesday,Summer
13919,2012-08-08,3,1,8,3,False,2,True,1,24.9,28.0,84.0,0.0,1,6,7,Wednesday,Summer
13920,2012-08-08,3,1,8,4,False,2,True,1,24.9,28.0,84.0,0.0,1,6,7,Wednesday,Summer
13921,2012-08-08,3,1,8,5,False,2,True,2,24.0,26.0,89.0,17.7,3,40,43,Wednesday,Summer
13922,2012-08-08,3,1,8,6,False,2,True,2,24.9,28.0,84.0,17.7,4,169,173,Wednesday,Summer
13923,2012-08-08,3,1,8,7,False,2,True,2,24.9,28.0,84.0,17.7,24,458,482,Wednesday,Summer
13924,2012-08-08,3,1,8,8,False,2,True,2,26.8,32.0,72.0,9.7,48,689,737,Wednesday,Summer
13925,2012-08-08,3,1,8,9,False,2,True,2,27.7,32.0,66.0,0.0,33,308,341,Wednesday,Summer
13926,2012-08-08,3,1,8,10,False,2,True,2,29.6,33.0,52.0,14.5,63,151,214,Wednesday,Summer
13927,2012-08-08,3,1,8,11,False,2,True,2,29.6,33.0,52.0,0.0,80,159,239,Wednesday,Summer
13928,2012-08-08,3,1,8,12,False,2,True,2,29.6,33.0,52.0,0.0,63,217,280,Wednesday,Summer
13929,2012-08-08,3,1,8,13,False,2,True,2,29.6,33.0,52.0,0.0,101,212,313,Wednesday,Summer
13930,2012-08-08,3,1,8,14,False,2,True,2,29.6,33.0,52.0,27.4,63,173,236,Wednesday,Summer
13931,2012-08-08,3,1,8,15,False,2,True,2,31.5,34.0,44.0,20.9,110,168,278,Wednesday,Summer
13932,2012-08-08,3,1,8,16,False,2,True,2,29.6,33.0,49.0,30.6,113,328,441,Wednesday,Summer
13933,2012-08-08,3,1,8,17,False,2,True,2,29.6,34.0,55.0,30.6,107,751,858,Wednesday,Summer
13934,2012-08-08,3,1,8,18,False,2,True,2,28.7,32.0,55.0,17.7,117,745,862,Wednesday,Summer
13935,2012-08-08,3,1,8,19,False,2,True,1,27.7,32.0,66.0,24.1,119,567,686,Wednesday,Summer
13936,2012-08-08,3,1,8,20,False,2,True,1,26.8,30.0,66.0,20.9,76,424,500,Wednesday,Summer
13937,2012-08-08,3,1,8,21,False,2,True,1,26.8,30.0,66.0,11.3,70,311,381,Wednesday,Summer
13938,2012-08-08,3,1,8,22,False,2,True,1,25.8,30.0,74.0,11.3,35,198,233,Wednesday,Summer
13939,2012-08-08,3,1,8,23,False,2,True,1,25.8,29.0,70.0,14.5,16,120,136,Wednesday,Summer
13940,2012-08-09,3,1,8,0,False,3,True,1,25.8,30.0,74.0,20.9,16,51,67,Thursday,Summer
13941,2012-08-09,3,1,8,1,False,3,True,1,24.9,28.0,79.0,14.5,5,23,28,Thursday,Summer
13942,2012-08-09,3,1,8,2,False,3,True,1,24.9,28.0,84.0,9.7,2,12,14,Thursday,Summer
13943,2012-08-09,3,1,8,3,False,3,True,1,24.0,26.0,83.0,9.7,1,5,6,Thursday,Summer
13944,2012-08-09,3,1,8,4,False,3,True,2,24.0,26.0,89.0,14.5,0,10,10,Thursday,Summer
13945,2012-08-09,3,1,8,5,False,3,True,2,23.0,23.0,94.0,0.0,4,37,41,Thursday,Summer
13946,2012-08-09,3,1,8,6,False,3,True,1,23.0,24.0,83.0,17.7,5,162,167,Thursday,Summer
13947,2012-08-09,3,1,8,7,False,3,True,2,24.9,28.0,84.0,17.7,24,451,475,Thursday,Summer
13948,2012-08-09,3,1,8,8,False,3,True,1,25.8,30.0,74.0,11.3,28,670,698,Thursday,Summer
13949,2012-08-09,3,1,8,9,False,3,True,1,27.7,32.0,66.0,17.7,54,299,353,Thursday,Summer
13950,2012-08-09,3,1,8,10,False,3,True,1,29.6,34.0,55.0,24.1,72,133,205,Thursday,Summer
13951,2012-08-09,3,1,8,11,False,3,True,1,31.5,34.0,44.0,0.0,94,166,260,Thursday,Summer
13952,2012-08-09,3,1,8,12,False,3,True,1,31.5,34.0,44.0,11.3,85,192,277,Thursday,Summer
13953,2012-08-09,3,1,8,13,False,3,True,1,32.4,36.0,41.0,11.3,80,201,281,Thursday,Summer
13954,2012-08-09,3,1,8,14,False,3,True,1,33.4,35.0,32.0,24.1,86,161,247,Thursday,Summer
13955,2012-08-09,3,1,8,15,False,3,True,1,33.4,35.0,32.0,24.1,63,204,267,Thursday,Summer
13956,2012-08-09,3,1,8,16,False,3,True,1,32.4,35.0,39.0,27.4,97,320,417,Thursday,Summer
13957,2012-08-09,3,1,8,17,False,3,True,1,32.4,34.0,36.0,27.4,111,699,810,Thursday,Summer
13958,2012-08-09,3,1,8,18,False,3,True,2,30.5,34.0,46.0,27.4,78,733,811,Thursday,Summer
13959,2012-08-09,3,1,8,19,False,3,True,1,29.6,34.0,55.0,20.9,90,533,623,Thursday,Summer
13960,2012-08-09,3,1,8,20,False,3,True,1,24.9,27.0,54.0,30.6,91,387,478,Thursday,Summer
13961,2012-08-09,3,1,8,21,False,3,True,2,24.9,27.0,58.0,17.7,50,286,336,Thursday,Summer
13962,2012-08-09,3,1,8,22,False,3,True,2,23.0,25.0,69.0,24.1,41,218,259,Thursday,Summer
13963,2012-08-09,3,1,8,23,False,3,True,1,23.0,25.0,74.0,0.0,19,137,156,Thursday,Summer
13964,2012-08-10,3,1,8,0,False,4,True,1,24.9,27.0,65.0,9.7,17,68,85,Friday,Summer
13965,2012-08-10,3,1,8,1,False,4,True,1,24.9,27.0,65.0,11.3,6,35,41,Friday,Summer
13966,2012-08-10,3,1,8,2,False,4,True,1,24.9,28.0,74.0,17.7,6,14,20,Friday,Summer
13967,2012-08-10,3,1,8,3,False,4,True,2,25.8,30.0,79.0,20.9,3,6,9,Friday,Summer
13968,2012-08-10,3,1,8,4,False,4,True,3,24.9,28.0,84.0,30.6,0,7,7,Friday,Summer
13969,2012-08-10,3,1,8,5,False,4,True,3,24.9,28.0,84.0,30.6,4,29,33,Friday,Summer
13970,2012-08-10,3,1,8,6,False,4,True,3,22.1,22.0,89.0,32.2,3,41,44,Friday,Summer
13971,2012-08-10,3,1,8,7,False,4,True,3,22.1,22.0,89.0,11.3,5,128,133,Friday,Summer
13972,2012-08-10,3,1,8,8,False,4,True,3,21.1,20.0,91.0,17.7,7,112,119,Friday,Summer
13973,2012-08-10,3,1,8,9,False,4,True,2,22.1,22.0,89.0,0.0,21,199,220,Friday,Summer
13974,2012-08-10,3,1,8,10,False,4,True,1,23.0,23.0,89.0,11.3,27,166,193,Friday,Summer
13975,2012-08-10,3,1,8,11,False,4,True,3,24.0,26.0,79.0,14.5,73,178,251,Friday,Summer
13976,2012-08-10,3,1,8,12,False,4,True,2,26.8,30.0,66.0,38.6,75,240,315,Friday,Summer
13977,2012-08-10,3,1,8,13,False,4,True,2,27.7,31.0,58.0,38.6,66,224,290,Friday,Summer
13978,2012-08-10,3,1,8,14,False,4,True,1,27.7,31.0,58.0,38.6,71,236,307,Friday,Summer
13979,2012-08-10,3,1,8,15,False,4,True,1,29.6,33.0,52.0,48.3,100,224,324,Friday,Summer
13980,2012-08-10,3,1,8,16,False,4,True,1,28.7,32.0,55.0,32.2,96,371,467,Friday,Summer
13981,2012-08-10,3,1,8,17,False,4,True,1,29.6,33.0,52.0,30.6,111,619,730,Friday,Summer
13982,2012-08-10,3,1,8,18,False,4,True,1,27.7,31.0,62.0,32.2,88,552,640,Friday,Summer
13983,2012-08-10,3,1,8,19,False,4,True,1,27.7,31.0,62.0,30.6,98,394,492,Friday,Summer
13984,2012-08-10,3,1,8,20,False,4,True,1,26.8,30.0,66.0,32.2,55,315,370,Friday,Summer
13985,2012-08-10,3,1,8,21,False,4,True,1,26.8,30.0,66.0,27.4,50,236,286,Friday,Summer
13986,2012-08-10,3,1,8,22,False,4,True,1,25.8,30.0,74.0,30.6,50,168,218,Friday,Summer
13987,2012-08-10,3,1,8,23,False,4,True,1,25.8,29.0,70.0,30.6,33,159,192,Friday,Summer
13988,2012-08-11,3,1,8,0,False,5,False,1,24.9,27.0,70.0,30.6,38,142,180,Saturday,Summer
13989,2012-08-11,3,1,8,1,False,5,False,1,23.0,25.0,74.0,24.1,32,84,116,Saturday,Summer
13990,2012-08-11,3,1,8,2,False,5,False,3,22.1,23.0,78.0,20.9,19,66,85,Saturday,Summer
13991,2012-08-11,3,1,8,3,False,5,False,3,21.1,22.0,83.0,17.7,2,19,21,Saturday,Summer
13992,2012-08-11,3,1,8,4,False,5,False,1,21.1,22.0,83.0,11.3,3,7,10,Saturday,Summer
13993,2012-08-11,3,1,8,5,False,5,False,1,21.1,21.0,88.0,11.3,2,9,11,Saturday,Summer
13994,2012-08-11,3,1,8,6,False,5,False,2,21.1,21.0,88.0,11.3,5,18,23,Saturday,Summer
13995,2012-08-11,3,1,8,7,False,5,False,1,22.1,22.0,83.0,9.7,8,54,62,Saturday,Summer
13996,2012-08-11,3,1,8,8,False,5,False,1,23.0,24.0,83.0,11.3,30,132,162,Saturday,Summer
13997,2012-08-11,3,1,8,9,False,5,False,1,24.0,26.0,79.0,20.9,54,217,271,Saturday,Summer
13998,2012-08-11,3,1,8,10,False,5,False,1,25.8,29.0,62.0,9.7,125,282,407,Saturday,Summer
13999,2012-08-11,3,1,8,11,False,5,False,1,26.8,30.0,66.0,17.7,203,296,499,Saturday,Summer
14000,2012-08-11,3,1,8,12,False,5,False,1,27.7,31.0,58.0,24.1,214,332,546,Saturday,Summer
14001,2012-08-11,3,1,8,13,False,5,False,1,29.6,33.0,49.0,38.6,228,341,569,Saturday,Summer
14002,2012-08-11,3,1,8,14,False,5,False,1,29.6,33.0,49.0,32.2,248,290,538,Saturday,Summer
14003,2012-08-11,3,1,8,15,False,5,False,1,29.6,32.0,46.0,30.6,246,316,562,Saturday,Summer
14004,2012-08-11,3,1,8,16,False,5,False,1,29.6,32.0,46.0,32.2,227,304,531,Saturday,Summer
14005,2012-08-11,3,1,8,17,False,5,False,3,26.8,30.0,66.0,38.6,220,292,512,Saturday,Summer
14006,2012-08-11,3,1,8,18,False,5,False,2,24.9,28.0,74.0,32.2,107,193,300,Saturday,Summer
14007,2012-08-11,3,1,8,19,False,5,False,2,23.0,23.0,89.0,11.3,97,178,275,Saturday,Summer
14008,2012-08-11,3,1,8,20,False,5,False,3,23.0,23.0,89.0,45.1,31,129,160,Saturday,Summer
14009,2012-08-11,3,1,8,21,False,5,False,2,23.0,23.0,89.0,17.7,26,102,128,Saturday,Summer
14010,2012-08-11,3,1,8,22,False,5,False,2,23.0,23.0,89.0,17.7,40,128,168,Saturday,Summer
14011,2012-08-11,3,1,8,23,False,5,False,3,23.0,24.0,78.0,17.7,42,121,163,Saturday,Summer
14012,2012-08-12,3,1,8,0,False,6,False,2,22.1,24.0,73.0,14.5,24,96,120,Sunday,Summer
14013,2012-08-12,3,1,8,1,False,6,False,1,21.1,23.0,78.0,14.5,21,92,113,Sunday,Summer
14014,2012-08-12,3,1,8,2,False,6,False,1,22.1,24.0,69.0,14.5,19,67,86,Sunday,Summer
14015,2012-08-12,3,1,8,3,False,6,False,1,21.1,23.0,73.0,9.7,11,37,48,Sunday,Summer
14016,2012-08-12,3,1,8,4,False,6,False,1,22.1,24.0,69.0,9.7,2,8,10,Sunday,Summer
14017,2012-08-12,3,1,8,5,False,6,False,1,22.1,25.0,61.0,20.9,1,9,10,Sunday,Summer
14018,2012-08-12,3,1,8,6,False,6,False,1,22.1,24.0,65.0,17.7,2,14,16,Sunday,Summer
14019,2012-08-12,3,1,8,7,False,6,False,1,22.1,24.0,65.0,14.5,9,30,39,Sunday,Summer
14020,2012-08-12,3,1,8,8,False,6,False,1,23.0,25.0,54.0,24.1,35,84,119,Sunday,Summer
14021,2012-08-12,3,1,8,9,False,6,False,1,24.9,27.0,48.0,24.1,64,153,217,Sunday,Summer
14022,2012-08-12,3,1,8,10,False,6,False,1,24.9,27.0,51.0,17.7,88,240,328,Sunday,Summer
14023,2012-08-12,3,1,8,11,False,6,False,1,26.8,28.0,42.0,17.7,167,282,449,Sunday,Summer
14024,2012-08-12,3,1,8,12,False,6,False,1,26.8,28.0,42.0,20.9,163,342,505,Sunday,Summer
14025,2012-08-12,3,1,8,13,False,6,False,1,28.7,30.0,40.0,0.0,178,365,543,Sunday,Summer
14026,2012-08-12,3,1,8,14,False,6,False,1,27.7,29.0,40.0,20.9,213,366,579,Sunday,Summer
14027,2012-08-12,3,1,8,15,False,6,False,1,27.7,29.0,40.0,14.5,235,342,577,Sunday,Summer
14028,2012-08-12,3,1,8,16,False,6,False,1,27.7,29.0,40.0,11.3,213,300,513,Sunday,Summer
14029,2012-08-12,3,1,8,17,False,6,False,1,29.6,30.0,33.0,0.0,186,319,505,Sunday,Summer
14030,2012-08-12,3,1,8,18,False,6,False,1,28.7,29.0,35.0,11.3,164,327,491,Sunday,Summer
14031,2012-08-12,3,1,8,19,False,6,False,1,26.8,27.0,40.0,14.5,148,317,465,Sunday,Summer
14032,2012-08-12,3,1,8,20,False,6,False,1,25.8,27.0,45.0,0.0,96,204,300,Sunday,Summer
14033,2012-08-12,3,1,8,21,False,6,False,1,25.8,28.0,51.0,9.7,78,142,220,Sunday,Summer
14034,2012-08-12,3,1,8,22,False,6,False,1,24.9,27.0,58.0,14.5,40,141,181,Sunday,Summer
14035,2012-08-12,3,1,8,23,False,6,False,1,24.0,26.0,61.0,0.0,25,85,110,Sunday,Summer
14036,2012-08-13,3,1,8,0,False,0,True,1,23.0,25.0,65.0,11.3,14,33,47,Monday,Summer
14037,2012-08-13,3,1,8,1,False,0,True,1,23.0,25.0,65.0,9.7,3,11,14,Monday,Summer
14038,2012-08-13,3,1,8,2,False,0,True,1,22.1,24.0,69.0,11.3,1,8,9,Monday,Summer
14039,2012-08-13,3,1,8,3,False,0,True,1,22.1,24.0,69.0,0.0,1,5,6,Monday,Summer
14040,2012-08-13,3,1,8,4,False,0,True,1,22.1,24.0,69.0,11.3,0,11,11,Monday,Summer
14041,2012-08-13,3,1,8,5,False,0,True,1,22.1,24.0,69.0,11.3,3,33,36,Monday,Summer
14042,2012-08-13,3,1,8,6,False,0,True,1,21.1,23.0,73.0,9.7,4,155,159,Monday,Summer
14043,2012-08-13,3,1,8,7,False,0,True,1,23.0,25.0,65.0,14.5,11,425,436,Monday,Summer
14044,2012-08-13,3,1,8,8,False,0,True,2,25.8,28.0,51.0,9.7,25,648,673,Monday,Summer
14045,2012-08-13,3,1,8,9,False,0,True,2,26.8,28.0,45.0,0.0,40,265,305,Monday,Summer
14046,2012-08-13,3,1,8,10,False,0,True,2,27.7,29.0,40.0,0.0,88,111,199,Monday,Summer
14047,2012-08-13,3,1,8,11,False,0,True,1,27.7,29.0,40.0,9.7,94,151,245,Monday,Summer
14048,2012-08-13,3,1,8,12,False,0,True,1,28.7,30.0,40.0,20.9,96,180,276,Monday,Summer
14049,2012-08-13,3,1,8,13,False,0,True,1,28.7,30.0,40.0,17.7,79,175,254,Monday,Summer
